Date,Open,High,Low,Close,Adj Close,Volume
2013-12-06,75.970001,76.220001,75.169998,75.529999,69.163857,3259400
2013-12-09,75.639999,75.980003,75.010002,75.129997,68.797562,2434400
2013-12-10,75.110001,75.690002,74.370003,75.410004,69.053970,2350700
2013-12-11,75.510002,76.000000,74.279999,74.400002,68.129112,3000800
2013-12-12,74.419998,74.870003,74.040001,74.080002,67.836075,3266300
2013-12-13,74.269997,74.620003,73.790001,73.940002,67.707870,2841400
2013-12-16,74.089996,74.860001,74.089996,74.620003,68.330551,4172100
2013-12-17,74.529999,74.790001,73.959999,74.000000,67.762810,4082900
2013-12-18,74.150002,75.800003,74.150002,75.620003,69.246269,6325600
2013-12-19,77.519997,79.949997,77.489998,79.510002,72.808395,10933800
2013-12-20,79.720001,80.980003,79.599998,80.550003,73.760742,6782700
2013-12-23,80.510002,81.699997,79.980003,81.550003,74.676445,4405000
2013-12-24,80.860001,81.389999,80.650002,81.309998,74.456680,1564700
2013-12-26,81.470001,82.529999,81.230003,82.150002,75.225891,2399200
2013-12-27,82.459999,83.449997,82.430000,82.510002,75.555534,2466200
2013-12-30,81.709999,82.199997,80.680000,82.059998,75.143463,2551900
2013-12-31,81.680000,82.459999,81.480003,82.220001,75.289978,2113800
2014-01-02,81.500000,81.919998,81.089996,81.129997,74.291862,2405400
2014-01-03,81.209999,81.820000,81.089996,81.400002,74.539093,1812600
2014-01-06,81.309998,81.500000,80.440002,80.540001,73.751579,2312300
2014-01-07,80.839996,81.940002,80.660004,81.519997,74.648972,3368400
2014-01-08,81.290001,82.199997,81.250000,82.150002,75.225891,4217400
2014-01-09,82.019997,83.050003,82.000000,82.949997,75.958443,4054200
2014-01-10,82.750000,83.220001,82.389999,83.199997,76.187370,4369200
2014-01-13,82.709999,82.739998,80.800003,81.059998,74.227753,3941400
2014-01-14,80.779999,82.250000,80.709999,81.949997,75.042732,3288600
2014-01-15,82.089996,84.309998,81.610001,84.220001,77.121399,4284900
2014-01-16,83.540001,84.260002,83.139999,84.120003,77.029839,4183500
2014-01-17,83.639999,84.900002,83.629997,84.430000,77.313698,3762200
2014-01-21,84.220001,85.040001,83.860001,84.930000,77.771568,3031300
2014-01-22,84.459999,85.879997,84.459999,85.400002,78.201958,3564100
2014-01-23,84.809998,85.070000,83.500000,83.919998,76.846695,4147500
2014-01-24,83.290001,83.300003,81.169998,81.180000,74.337631,3370800
2014-01-27,81.339996,81.900002,80.180000,81.150002,74.310173,2640300
2014-01-28,81.730003,81.910004,80.930000,81.300003,74.447533,2995700
2014-01-29,81.269997,81.769997,80.129997,80.320000,73.550110,2703500
2014-01-30,81.050003,81.339996,80.190002,80.720001,73.916412,2244700
2014-01-31,80.000000,80.379997,78.820000,79.879997,73.147202,3696800
2014-02-03,80.019997,80.680000,77.660004,78.089996,71.508080,3745100
2014-02-04,78.389999,78.510002,77.900002,78.080002,71.498924,2608200
2014-02-05,77.870003,78.529999,77.419998,77.570000,71.031914,3163200
2014-02-06,77.870003,78.739998,77.790001,78.519997,71.901833,2224800
2014-02-07,78.809998,80.730003,78.669998,80.580002,73.788216,3437500
2014-02-10,80.190002,80.580002,79.779999,79.970001,73.229630,2399900
2014-02-11,80.529999,80.889999,80.150002,80.550003,73.760742,2159900
2014-02-12,80.839996,81.839996,80.839996,81.209999,74.365112,2489300
2014-02-13,80.860001,81.980003,80.629997,81.739998,74.850441,1895000
2014-02-14,81.730003,82.430000,81.379997,82.110001,75.189247,2024000
2014-02-18,82.099998,82.750000,81.779999,82.589996,75.628792,2013800
2014-02-19,82.419998,83.739998,82.239998,83.260002,76.242317,3801400
2014-02-20,83.160004,83.589996,82.940002,83.379997,76.352203,2465300
2014-02-21,83.599998,84.190002,83.529999,83.800003,76.736809,2366600
2014-02-24,83.709999,84.750000,83.610001,83.949997,76.874168,1843100
2014-02-25,84.000000,84.000000,82.970001,83.410004,76.379677,2189700
2014-02-26,83.760002,83.800003,83.110001,83.400002,76.370529,1987600
2014-02-27,82.400002,83.690002,81.940002,83.360001,76.333893,2108000
2014-02-28,83.309998,83.809998,82.730003,83.349998,76.324738,2420000
2014-03-03,82.559998,82.750000,81.779999,82.500000,75.546371,1970600
2014-03-04,83.419998,84.629997,83.360001,83.980003,76.901642,2217800
2014-03-05,83.940002,84.209999,83.480003,84.110001,77.020668,1793900
2014-03-06,84.239998,84.360001,83.589996,83.800003,76.736809,1976200
2014-03-07,84.320000,84.690002,83.599998,83.930000,76.855850,1951800
2014-03-10,83.820000,84.269997,83.440002,84.040001,76.956581,1520800
2014-03-11,84.320000,84.599998,83.379997,83.550003,76.507874,1687300
2014-03-12,83.160004,83.309998,82.589996,82.750000,75.775307,2643300
2014-03-13,83.010002,83.019997,81.870003,82.089996,75.170937,2702000
2014-03-14,81.980003,82.470001,81.320000,81.379997,74.520767,2048800
2014-03-17,81.970001,83.430000,81.730003,83.389999,76.361359,2286600
2014-03-18,83.690002,84.120003,83.330002,83.790001,76.727654,2181100
2014-03-19,83.570000,83.820000,81.900002,82.629997,75.665428,1984500
2014-03-20,82.500000,83.099998,81.809998,83.059998,76.059174,1657300
2014-03-21,83.440002,83.690002,82.629997,82.830002,75.848564,4799100
2014-03-24,83.320000,83.820000,81.610001,82.000000,75.088531,2998500
2014-03-25,82.610001,83.750000,82.589996,83.519997,76.480400,2875900
2014-03-26,84.000000,84.120003,82.970001,82.970001,75.976768,3972700
2014-03-27,80.110001,80.290001,76.250000,78.800003,72.158241,14814900
2014-03-28,79.550003,79.959999,78.470001,78.809998,72.167404,7108500
2014-03-31,79.180000,79.860001,78.250000,79.720001,73.000694,4318100
2014-04-01,79.599998,79.669998,78.970001,79.540001,72.835869,3877400
2014-04-02,79.290001,80.150002,79.059998,79.989998,73.247932,3091800
2014-04-03,79.790001,80.000000,78.050003,79.349998,72.661880,3588500
2014-04-04,79.589996,79.690002,78.059998,78.139999,71.553871,4121300
2014-04-07,77.599998,78.989998,77.489998,78.879997,72.231491,4568100
2014-04-08,78.470001,79.050003,78.180000,78.290001,71.691231,3772600
2014-04-09,77.660004,78.550003,77.279999,78.480003,72.729156,3470700
2014-04-10,78.570000,78.730003,76.769997,76.830002,71.200058,3518400
2014-04-11,76.459999,77.629997,76.360001,77.089996,71.441010,4761900
2014-04-14,77.470001,78.639999,76.879997,77.820000,72.117516,3672900
2014-04-15,78.070000,78.949997,77.419998,78.919998,73.136909,3333400
2014-04-16,79.540001,79.989998,78.970001,79.110001,73.312988,3771500
2014-04-17,78.730003,79.500000,78.000000,78.900002,73.118378,4428100
2014-04-21,78.879997,79.720001,78.730003,79.709999,73.869019,2423900
2014-04-22,79.580002,80.000000,78.910004,79.639999,73.804146,2187800
2014-04-23,79.330002,79.730003,79.099998,79.110001,73.312988,2014000
2014-04-24,79.449997,79.459999,77.959999,78.360001,72.617943,3378900
2014-04-25,79.089996,79.220001,78.269997,78.430000,72.682816,2666600
2014-04-28,78.550003,79.330002,77.930000,79.070000,73.275925,3553000
2014-04-29,79.029999,79.769997,78.839996,79.680000,73.841217,2315900
2014-04-30,77.650002,80.389999,77.349998,80.220001,74.341652,3446600
2014-05-01,80.180000,80.699997,79.650002,79.839996,73.989494,2387100
