Date,Open,High,Low,Close,Adj Close,Volume
2012-10-15,69.570000,70.239998,69.470001,70.169998,62.741024,2736400
2012-10-16,70.529999,70.760002,69.989998,70.750000,63.259613,1878400
2012-10-17,70.279999,70.570000,69.639999,69.750000,62.365498,2818300
2012-10-18,69.459999,69.699997,68.529999,68.900002,61.605480,4121200
2012-10-19,68.559998,69.120003,67.690002,67.750000,60.577236,4070400
2012-10-22,67.459999,67.919998,67.220001,67.830002,60.648769,5066300
2012-10-23,67.019997,67.300003,66.449997,66.959999,59.870869,2881600
2012-10-24,67.230003,67.559998,66.220001,66.320000,59.298645,2764200
2012-10-25,66.870003,67.349998,66.580002,66.660004,59.602638,3498300
2012-10-26,66.720001,67.389999,66.459999,67.110001,60.004990,2814000
2012-10-31,67.610001,68.500000,66.970001,67.410004,60.273232,3030000
2012-11-01,67.419998,68.989998,67.339996,68.830002,61.542892,3202800
2012-11-02,69.139999,69.250000,67.860001,67.910004,60.720295,3637600
2012-11-05,67.949997,68.080002,66.750000,67.879997,60.693470,2576300
2012-11-06,68.160004,68.800003,68.070000,68.709999,61.435604,2834200
2012-11-07,68.050003,68.059998,66.599998,66.629997,59.575809,3139800
2012-11-08,66.570000,66.949997,65.949997,65.949997,58.967796,2592700
2012-11-09,66.190002,66.389999,65.540001,65.809998,58.842625,2928500
2012-11-12,65.849998,66.680000,65.699997,66.639999,59.584759,2394600
2012-11-13,65.809998,67.080002,65.610001,66.279999,59.262856,2384300
2012-11-14,66.419998,66.510002,64.889999,65.050003,58.163094,2920900
2012-11-15,65.029999,65.620003,64.300003,64.589996,57.751785,3814100
2012-11-16,64.620003,66.480003,64.459999,66.190002,59.182396,3442600
2012-11-19,66.709999,67.150002,66.459999,67.059998,59.960281,2408800
2012-11-20,66.970001,67.070000,66.070000,66.629997,59.575809,2143100
2012-11-21,66.949997,67.889999,66.639999,67.559998,60.407352,2488900
2012-11-23,67.889999,68.180000,67.279999,68.180000,60.961716,1380700
2012-11-26,67.690002,68.000000,67.070000,67.669998,60.505699,1709900
2012-11-27,67.589996,67.589996,66.959999,67.349998,60.219578,2800300
2012-11-28,67.019997,68.019997,66.279999,68.019997,60.818653,2884900
2012-11-29,68.500000,68.510002,67.860001,68.349998,61.113712,1508500
2012-11-30,68.160004,68.480003,67.860001,67.919998,60.729237,2654400
2012-12-03,68.139999,68.669998,67.750000,67.830002,60.648769,2426700
2012-12-04,68.000000,68.730003,67.930000,68.610001,61.346184,1918100
2012-12-05,68.779999,69.860001,68.550003,69.599998,62.231377,3058200
2012-12-06,69.720001,69.830002,69.309998,69.800003,62.410198,3294700
2012-12-07,69.879997,69.879997,69.139999,69.480003,62.124077,2147600
2012-12-10,69.320000,69.849998,68.610001,69.510002,62.150913,1905000
2012-12-11,69.910004,70.839996,69.800003,70.830002,63.331161,2332000
2012-12-12,70.989998,71.000000,70.209999,70.510002,63.045025,2670600
2012-12-13,70.309998,70.500000,69.330002,69.559998,62.195618,1603100
2012-12-14,69.279999,70.500000,69.279999,70.209999,62.776775,2160200
2012-12-17,70.309998,71.330002,70.309998,71.330002,63.778217,3084000
2012-12-18,71.300003,71.300003,70.489998,71.120003,63.590462,4158500
2012-12-19,71.489998,71.500000,70.400002,70.400002,62.946682,4235300
2012-12-20,67.190002,69.190002,66.000000,69.019997,61.712769,10555800
2012-12-21,68.540001,68.910004,67.230003,67.419998,60.282169,6623300
2012-12-24,66.620003,67.389999,66.349998,66.940002,59.852997,2891800
2012-12-26,66.750000,67.209999,66.040001,66.290001,59.271805,2515300
2012-12-27,65.930000,66.529999,65.199997,66.220001,59.209221,4111600
2012-12-28,65.720001,66.250000,65.610001,65.660004,58.708508,3545100
2012-12-31,65.510002,66.580002,65.320000,66.500000,59.459576,4083200
2013-01-02,67.589996,69.059998,67.550003,69.059998,61.748543,4040500
2013-01-03,68.760002,69.360001,68.589996,68.809998,61.525017,3340700
2013-01-04,68.919998,69.610001,68.320000,69.190002,61.864784,3145600
2013-01-07,68.580002,68.940002,68.349998,68.889999,61.596542,2262800
2013-01-08,68.760002,69.459999,68.660004,69.290001,61.954193,2502800
2013-01-09,69.300003,69.800003,69.250000,69.779999,62.392303,2599000
2013-01-10,69.849998,69.849998,68.720001,69.169998,61.846889,2773900
2013-01-11,69.690002,70.269997,69.529999,69.879997,62.481731,2542800
2013-01-14,69.790001,70.250000,69.360001,69.860001,62.463856,2340600
2013-01-15,69.730003,70.349998,69.690002,70.250000,62.812557,2621600
2013-01-16,69.709999,70.290001,69.709999,69.889999,62.490677,2382000
2013-01-17,70.199997,70.230003,69.779999,69.889999,62.490677,1743900
2013-01-18,69.669998,70.120003,69.410004,70.110001,62.687378,2271600
2013-01-22,69.790001,70.459999,69.790001,70.459999,63.000320,3331900
2013-01-23,70.550003,71.459999,70.440002,71.250000,63.706684,3591100
2013-01-24,71.290001,71.980003,70.680000,71.339996,63.787151,2608500
2013-01-25,71.500000,72.239998,71.010002,72.209999,64.565048,2908200
2013-01-28,72.870003,72.870003,71.760002,72.099998,64.466690,3420600
2013-01-29,72.089996,72.099998,71.480003,71.699997,64.109055,2564500
2013-01-30,71.739998,72.680000,71.650002,72.339996,64.681282,2321800
2013-01-31,72.059998,72.800003,71.889999,71.889999,64.278931,2454700
2013-02-01,72.489998,73.910004,72.489998,73.800003,65.986710,3158800
2013-02-04,72.559998,73.639999,72.440002,72.820000,65.110474,3185700
2013-02-05,73.360001,73.690002,72.900002,73.360001,65.593285,2531200
2013-02-06,72.910004,72.980003,72.000000,72.419998,64.752808,2706100
2013-02-07,72.209999,73.000000,71.580002,72.949997,65.226700,2973700
2013-02-08,73.010002,73.709999,72.820000,73.309998,65.548592,2000100
2013-02-11,73.089996,73.269997,72.099998,73.070000,65.334000,1880100
2013-02-12,72.889999,73.500000,72.580002,73.370003,65.602242,1710300
2013-02-13,73.320000,73.709999,73.199997,73.559998,65.772118,1884700
2013-02-14,73.209999,73.500000,72.660004,73.129997,65.387650,2096100
2013-02-15,73.080002,74.160004,73.000000,74.160004,66.308609,3221900
2013-02-19,74.279999,75.459999,73.830002,75.400002,67.417328,2787600
2013-02-20,75.400002,75.970001,75.000000,75.000000,67.059662,2639900
2013-02-21,74.690002,74.750000,73.449997,73.849998,66.031410,2647600
2013-02-22,74.150002,74.800003,73.949997,74.800003,66.880852,1930700
2013-02-25,75.169998,75.519997,73.910004,73.910004,66.085075,2835000
2013-02-26,74.320000,74.680000,73.550003,73.830002,66.013542,1970600
2013-02-27,74.000000,74.629997,73.389999,74.410004,66.532127,2199900
2013-02-28,74.519997,75.139999,74.269997,74.360001,66.487419,2365400
2013-03-01,74.129997,74.949997,73.620003,74.820000,66.898735,1678100
2013-03-04,74.529999,75.279999,74.250000,75.239998,67.274254,1825700
2013-03-05,75.559998,77.000000,75.500000,76.919998,68.776398,2536600
2013-03-06,77.029999,77.599998,76.919998,77.410004,69.214523,2000100
2013-03-07,77.290001,77.839996,76.870003,77.570000,69.357567,2565800
2013-03-08,77.980003,78.459999,77.389999,78.349998,70.054993,1877900
2013-03-11,78.379997,78.430000,77.629997,78.300003,70.010300,1752200
2013-03-12,78.260002,78.400002,77.629997,78.019997,69.759933,1645300
2013-03-13,78.000000,78.120003,77.459999,77.930000,69.679466,1789700
2013-03-14,78.080002,78.370003,77.860001,78.260002,69.974541,1959300
2013-03-15,77.879997,78.169998,76.519997,76.599998,68.490273,6129300
2013-03-18,75.870003,77.269997,75.860001,76.809998,68.678047,2578400
2013-03-19,77.160004,77.220001,75.809998,76.180000,68.114754,2801700
2013-03-20,76.339996,76.800003,76.129997,76.489998,68.391930,2497500
2013-03-21,75.830002,76.000000,74.070000,74.300003,66.433792,3844700
2013-03-22,74.300003,74.739998,73.330002,73.879997,66.058243,3308100
2013-03-25,74.199997,74.320000,73.220001,73.410004,65.638008,3397400
2013-03-26,74.000000,74.730003,73.839996,74.540001,66.648369,2040600
2013-03-27,74.180000,75.040001,74.099998,74.879997,66.952370,2481200
2013-03-28,73.790001,76.139999,72.419998,75.970001,67.926971,4040700
2013-04-01,76.070000,76.449997,75.550003,75.849998,67.819687,2017100
2013-04-02,76.099998,76.980003,75.910004,76.669998,68.552864,2686700
2013-04-03,76.839996,77.000000,76.129997,76.599998,68.490273,2986600
2013-04-04,76.860001,76.919998,76.309998,76.610001,68.499214,1796400
2013-04-05,75.760002,76.360001,75.519997,76.250000,68.177338,2077200
2013-04-08,76.139999,76.620003,75.900002,76.550003,68.445572,1950800
2013-04-09,76.760002,76.949997,75.930000,76.209999,68.141571,1975500
2013-04-10,75.559998,77.120003,75.500000,77.010002,69.596565,3405900
2013-04-11,76.970001,77.940002,76.809998,77.779999,70.292450,2533900
2013-04-12,77.000000,77.370003,76.169998,77.230003,69.795418,2985200
2013-04-15,76.930000,77.059998,75.230003,75.239998,67.996964,2929100
2013-04-16,76.000000,77.559998,75.610001,77.489998,70.030380,3439600
2013-04-17,76.790001,77.230003,76.419998,76.699997,69.316414,3184300
2013-04-18,76.989998,77.150002,75.480003,75.570000,68.295197,3530000
2013-04-19,75.019997,75.389999,74.209999,74.739998,67.545097,5591800
2013-04-22,75.000000,75.129997,74.190002,74.940002,67.725838,2333800
2013-04-23,75.290001,77.199997,75.010002,76.300003,68.954941,3285900
2013-04-24,76.430000,77.910004,76.430000,77.809998,70.319557,3654900
2013-04-25,78.000000,79.660004,77.879997,79.330002,71.693245,3477400
2013-04-26,78.610001,79.379997,78.459999,78.660004,71.087746,2683300
2013-04-29,78.660004,81.449997,78.629997,81.129997,73.319946,3947700
2013-04-30,80.919998,81.440002,80.029999,81.440002,73.600121,3333600
2013-05-01,81.440002,82.180000,79.709999,79.769997,72.090881,3600800
2013-05-02,80.150002,80.769997,79.339996,79.489998,71.837837,3432600
2013-05-03,80.080002,80.290001,79.239998,79.500000,71.846863,3485800
2013-05-06,79.400002,79.849998,78.739998,78.820000,71.232330,4917800
2013-05-07,78.870003,79.349998,78.739998,79.050003,71.440208,2567800
2013-05-08,79.129997,80.000000,79.000000,80.000000,72.298744,3095000
2013-05-09,79.739998,80.769997,79.690002,80.089996,72.380081,2155200
2013-05-10,80.339996,81.480003,80.150002,80.480003,72.732544,2193600
2013-05-13,80.059998,80.690002,79.849998,79.919998,72.226440,1739400
2013-05-14,79.910004,80.629997,79.860001,80.550003,72.795792,2264900
2013-05-15,80.500000,80.940002,79.820000,80.760002,72.985596,2382900
2013-05-16,80.559998,81.519997,79.290001,80.610001,72.850021,2528800
2013-05-17,80.699997,82.239998,80.500000,82.239998,74.323097,2567600
2013-05-20,82.940002,83.820000,82.330002,82.529999,74.585190,3026700
2013-05-21,82.650002,83.330002,82.120003,82.900002,74.919571,2674600
2013-05-22,82.970001,84.220001,82.199997,82.519997,74.576149,3092700
2013-05-23,81.760002,82.750000,81.099998,82.519997,74.576149,2760000
2013-05-24,82.040001,82.389999,80.779999,82.220001,74.305031,2207000
2013-05-28,83.269997,83.440002,82.760002,83.089996,75.091278,2105300
2013-05-29,82.519997,83.370003,82.349998,82.949997,74.964760,2457800
2013-05-30,83.019997,83.400002,82.779999,82.839996,74.865341,2195600
2013-05-31,82.250000,83.500000,82.000000,82.110001,74.205635,3134700
2013-06-03,82.480003,82.610001,81.599998,82.099998,74.196571,2018900
2013-06-04,82.000000,82.290001,80.940002,81.250000,73.428413,3340300
2013-06-05,81.250000,81.250000,79.370003,79.580002,71.919167,2433400
2013-06-06,79.739998,80.050003,78.769997,79.550003,71.892075,2721400
2013-06-07,80.839996,80.949997,80.059998,80.900002,73.112099,2916700
2013-06-10,81.279999,81.589996,80.599998,81.550003,73.699524,2127600
2013-06-11,80.639999,81.599998,80.360001,80.410004,72.669281,1971000
2013-06-12,80.839996,81.000000,79.650002,79.709999,72.036659,1462600
2013-06-13,79.889999,81.379997,79.440002,81.080002,73.274780,2150500
2013-06-14,80.910004,81.650002,80.320000,80.550003,72.795792,1367400
2013-06-17,81.279999,82.949997,81.110001,82.449997,74.512894,2473400
2013-06-18,82.639999,83.300003,82.139999,82.930000,74.946678,1862600
2013-06-19,82.870003,83.029999,81.820000,81.830002,73.952576,1876400
2013-06-20,81.110001,81.510002,79.370003,79.519997,71.864960,2885900
2013-06-21,79.690002,79.919998,78.779999,79.400002,71.756508,4554900
2013-06-24,79.059998,79.870003,78.849998,79.160004,71.539604,2516500
2013-06-25,80.050003,80.169998,79.250000,79.660004,71.991478,2898100
2013-06-26,80.480003,80.480003,79.430000,79.559998,71.901108,3065500
2013-06-27,80.220001,80.919998,79.839996,80.220001,72.497566,4106900
2013-06-28,71.800003,72.250000,69.000000,71.959999,65.032722,28284300
2013-07-01,72.139999,73.510002,72.000000,72.099998,65.159241,6396100
2013-07-02,71.730003,72.449997,71.389999,72.120003,65.177330,4684700
2013-07-03,71.879997,73.000000,71.879997,72.680000,65.683418,2903300
2013-07-05,73.250000,74.089996,73.000000,73.639999,66.551003,3125500
2013-07-08,74.010002,74.860001,73.760002,74.470001,67.301102,4583900
2013-07-09,74.860001,74.980003,73.839996,74.099998,66.966705,4338500
2013-07-10,74.220001,74.500000,73.730003,74.349998,67.192635,3546500
2013-07-11,75.000000,75.580002,74.889999,75.199997,67.960815,4098000
2013-07-12,75.500000,75.739998,74.959999,75.519997,68.250008,3508400
2013-07-15,75.809998,76.290001,75.349998,76.250000,68.909729,2247400
2013-07-16,75.980003,76.620003,74.680000,75.290001,68.042152,3676300
2013-07-17,75.760002,75.769997,74.970001,75.160004,67.924667,3335500
2013-07-18,75.050003,75.980003,75.010002,75.440002,68.177719,2646900
2013-07-19,75.559998,75.559998,74.540001,75.220001,67.978889,4100500
2013-07-22,75.830002,75.889999,74.879997,75.000000,67.780067,2697300
2013-07-23,75.139999,75.190002,74.230003,74.250000,67.102264,2495000
2013-07-24,74.589996,74.949997,73.510002,73.720001,66.623299,2318300
2013-07-25,73.500000,73.980003,73.019997,73.139999,66.099121,3265100
2013-07-26,73.139999,73.150002,72.160004,73.120003,66.081055,3391100
2013-07-29,72.839996,72.839996,72.150002,72.370003,65.403259,3101600
2013-07-30,73.360001,73.919998,72.550003,73.739998,66.641357,3977100
2013-07-31,73.690002,74.830002,73.470001,73.809998,66.704628,3839600
2013-08-01,74.209999,74.970001,73.750000,74.849998,67.644508,2972200
2013-08-02,74.339996,74.639999,74.000000,74.589996,67.409531,4042600
2013-08-05,74.389999,74.779999,74.099998,74.230003,67.084206,2556000
2013-08-06,74.010002,74.500000,73.190002,73.250000,66.198532,3261600
2013-08-07,73.070000,73.400002,72.570000,73.000000,65.972595,2584200
2013-08-08,72.809998,73.599998,72.620003,72.980003,65.954529,3151600
2013-08-09,73.029999,73.910004,73.029999,73.529999,66.451584,3196300
2013-08-12,72.989998,73.699997,72.580002,72.790001,65.782829,2944300
2013-08-13,73.000000,73.180000,72.610001,72.879997,65.864159,2769500
2013-08-14,72.709999,72.870003,71.389999,71.500000,64.617004,4341200
2013-08-15,70.669998,71.959999,70.500000,71.529999,64.644112,3651300
2013-08-16,71.370003,71.870003,71.169998,71.650002,64.752571,3396300
2013-08-19,71.629997,72.370003,71.400002,71.669998,64.770638,3138400
2013-08-20,71.680000,72.650002,71.400002,72.160004,65.213478,3078500
2013-08-21,72.120003,73.269997,71.980003,72.809998,65.800880,3539800
2013-08-22,72.839996,74.500000,72.790001,74.099998,66.966705,3467200
2013-08-23,74.540001,74.650002,73.660004,74.010002,66.885361,2836500
2013-08-26,73.879997,74.559998,73.720001,73.730003,66.632332,2009700
2013-08-27,72.919998,73.230003,72.110001,72.239998,65.285759,2836900
2013-08-28,72.349998,72.769997,72.000000,72.449997,65.475548,2002800
2013-08-29,72.320000,73.220001,72.139999,72.720001,65.719559,1828100
2013-08-30,72.769997,72.870003,71.769997,72.250000,65.294807,2709900
2013-09-03,72.720001,73.529999,72.669998,73.080002,66.044907,3186000
2013-09-04,73.080002,73.330002,72.529999,73.050003,66.017799,2079400
2013-09-05,73.000000,74.260002,73.000000,74.000000,66.876335,2390800
2013-09-06,74.120003,74.599998,73.150002,73.209999,66.162392,2984700
2013-09-09,73.500000,73.750000,73.260002,73.580002,66.496765,2827700
2013-09-10,74.000000,74.940002,73.940002,74.739998,67.545097,2017500
2013-09-11,74.760002,75.660004,74.709999,75.000000,67.780067,3266100
2013-09-12,74.989998,75.230003,74.080002,74.160004,67.020943,3104500
2013-09-13,74.500000,74.730003,74.019997,74.500000,67.328201,2328700
2013-09-16,75.339996,76.510002,75.339996,76.339996,68.991081,3258500
2013-09-17,76.269997,76.879997,75.980003,76.610001,69.235077,2549100
2013-09-18,76.739998,78.059998,76.339996,77.790001,70.301483,2761200
2013-09-19,78.050003,78.330002,77.459999,77.550003,70.084602,2830300
2013-09-20,77.599998,78.339996,77.230003,77.320000,69.876732,4290400
2013-09-23,77.099998,77.500000,76.290001,76.360001,69.009140,2870600
2013-09-24,76.290001,76.650002,74.750000,75.139999,67.906601,5160600
2013-09-25,75.440002,76.330002,75.000000,76.120003,68.792252,3259800
2013-09-26,76.500000,76.730003,75.620003,75.870003,68.566322,5003300
2013-09-27,74.500000,74.650002,72.360001,74.089996,66.957672,8859200
2013-09-30,74.059998,74.190002,73.500000,73.639999,66.551003,5534400
2013-10-01,73.540001,74.519997,73.309998,73.820000,66.713669,2529400
2013-10-02,73.379997,73.699997,73.010002,73.510002,66.433510,2512100
2013-10-03,73.370003,73.599998,73.010002,73.139999,66.099121,2760900
2013-10-04,73.330002,73.820000,72.989998,73.260002,66.207573,2241300
2013-10-07,72.510002,73.470001,72.309998,72.349998,65.385170,2966300
2013-10-08,72.510002,72.919998,70.730003,71.089996,64.246468,5089300
2013-10-09,70.580002,70.750000,69.779999,70.279999,64.356346,5006100
2013-10-10,70.989998,71.440002,70.809998,71.260002,65.253761,3247200
2013-10-11,71.559998,72.750000,71.349998,72.709999,66.581535,2747800
2013-10-14,72.169998,72.830002,71.949997,72.660004,66.535767,1734000
2013-10-15,72.260002,72.519997,71.559998,71.599998,65.565102,2267800
2013-10-16,72.010002,72.669998,71.830002,72.430000,66.325127,2441000
2013-10-17,71.809998,72.910004,71.559998,72.849998,66.709740,2998300
2013-10-18,72.949997,73.110001,72.309998,72.879997,66.737213,4100600
2013-10-21,73.029999,73.599998,72.849998,73.529999,67.332428,3067200
2013-10-22,73.620003,74.160004,73.269997,73.949997,67.717026,2990800
2013-10-23,73.650002,73.910004,73.269997,73.779999,67.561356,2711500
2013-10-24,73.739998,73.970001,73.349998,73.500000,67.304955,3761200
2013-10-25,73.500000,73.760002,73.300003,73.610001,67.405685,2564900
2013-10-28,73.599998,74.440002,73.440002,74.320000,68.055840,2893600
2013-10-29,74.449997,74.949997,74.300003,74.910004,68.596123,2780700
2013-10-30,74.779999,75.260002,74.209999,74.250000,67.991737,2835000
2013-10-31,74.239998,74.370003,73.500000,73.500000,67.304955,2773600
2013-11-01,73.889999,74.160004,72.919998,73.000000,66.847099,3300700
2013-11-04,73.099998,73.230003,72.540001,72.709999,66.581535,2942700
2013-11-05,72.790001,73.750000,72.330002,73.360001,67.176758,2834800
2013-11-06,73.440002,75.230003,73.430000,75.040001,68.715157,4268900
2013-11-07,74.370003,76.279999,74.370003,75.550003,69.182167,4435800
2013-11-08,75.389999,75.989998,75.019997,75.239998,68.898293,2909400
2013-11-11,75.150002,75.709999,75.000000,75.489998,69.127235,1778200
2013-11-12,75.440002,76.599998,75.309998,76.300003,69.868950,4196900
2013-11-13,76.239998,77.570000,75.559998,77.410004,70.885399,3826800
2013-11-14,76.809998,77.580002,76.279999,77.059998,70.564888,3943500
2013-11-15,77.470001,78.510002,77.410004,78.019997,71.443970,6371000
2013-11-18,78.019997,79.449997,77.959999,78.519997,71.901833,3836600
2013-11-19,78.639999,79.239998,78.400002,78.470001,71.856049,2720600
2013-11-20,78.470001,79.300003,77.860001,78.160004,71.572189,2447600
2013-11-21,78.360001,78.720001,77.879997,78.430000,71.819427,2201500
2013-11-22,78.489998,78.529999,77.650002,77.839996,71.279160,2175200
2013-11-25,77.820000,77.959999,77.050003,77.209999,70.702240,1863000
2013-11-26,77.379997,77.959999,77.260002,77.370003,70.848778,2002800
2013-11-27,77.410004,78.010002,77.209999,77.610001,71.068550,1755200
2013-11-29,77.750000,78.250000,77.339996,77.470001,70.940338,1560600
2013-12-02,77.419998,77.639999,76.150002,76.330002,69.896416,2489300
2013-12-03,76.330002,77.239998,76.029999,77.089996,70.592361,2138700
2013-12-04,75.500000,76.349998,75.139999,76.070000,69.658340,3550500
2013-12-05,76.139999,76.290001,75.629997,75.790001,69.401955,2197300
